hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	in_omim	in_panelapp_uk
HGNC:2993	DONSON	DNA replication fork stabilization factor DONSON	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	B17|C2TA|DKFZP434M035		C21orf60	downstream neighbor of SON			2000-02-18		2020-01-30	2023-01-20	29980	ENSG00000159147	OTTHUMG00000065904	uc002ysk.5	AF000002	NM_017613	CCDS13632	Q9NYP3	10773462|10950926|28191891	True	True
HGNC:2995	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein-coding gene	gene with protein product	Approved	11q23.3	11q23.3	GPT|D11S366|DGPT|ALG7|CDG-Ij	GlcNAc-1-P transferase 1|UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	DPAGT2|DPAGT	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)			1993-12-13		2016-01-19	2023-03-15	1798	ENSG00000172269	OTTHUMG00000153533	uc031yhj.1	Z82022	NM_001382	CCDS8411	Q9H3H5	8244387	True	True
HGNC:9964	DPF2	double PHD fingers 2	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	ubi-d4|BAF45d|SMARCG2		REQ	requiem, apoptosis response zinc finger gene|D4, zinc and double PHD fingers family 2	Zinc fingers C2H2-type|PHD finger proteins|BAF complex subunits	28|88|1604	1997-05-15	2003-10-08	2016-02-10	2023-01-20	5977	ENSG00000133884	OTTHUMG00000165985	uc001odm.4	U94585	NM_006268		Q92785	11845289	True	True
HGNC:3003	DPH1	diphthamide biosynthesis 1	protein-coding gene	gene with protein product	Approved	17p13.3	17p13.3	OVCA1	ovarian tumor suppressor candidate 1	DPH2L|DPH2L1	diptheria toxin resistance protein required for diphthamide biosynthesis-like 1 (S. cerevisiae)|DPH-like 1 (S. cerevisiae)|DPH1 homolog (S. cerevisiae)	Minor histocompatibility antigens|Diphthamide biosynthesis genes	870|1808	1995-08-25	2005-06-03	2013-05-02	2023-01-20	1801	ENSG00000108963	OTTHUMG00000177724	uc002fts.4	S81752	NM_001383	CCDS42228	Q9BZG8	8603384|15485916|22869748	True	True
HGNC:3004	DPH2	diphthamide biosynthesis 2	protein-coding gene	gene with protein product	Approved	1p34.1	01p34.1		2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	DPH2L2	diptheria toxin resistance protein required for diphthamide biosynthesis-like 2 (S. cerevisiae)|DPH2-like 2 (S. cerevisiae)|DPH2 homolog (S. cerevisiae)|DPH2 homolog	Diphthamide biosynthesis genes	1808	1998-03-24	2005-06-03	2019-02-14	2023-01-20	1802	ENSG00000132768	OTTHUMG00000008295	uc001ckz.4	AF053003	NM_001384	CCDS504|CCDS41314	Q9BQC3	9782084|15485916	True	False
HGNC:24270	DPH5	diphthamide biosynthesis 5	protein-coding gene	gene with protein product	Approved	1p21.2	01p21.2	CGI-30	diphthine methyl ester synthase		DPH5 homolog (S. cerevisiae)	Diphthamide biosynthesis genes|Tetrapyrrole methylase domain containing|Histidine methyltransferases	1808|3354|3368	2005-07-29		2013-05-02	2024-03-11	51611	ENSG00000117543	OTTHUMG00000010829	uc001dts.4	AF132964	NM_015958		Q9H2P9	15485916|23486472	True	True
HGNC:3005	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	protein-coding gene	gene with protein product	Approved	20q13.13	20q13.13	MPDS|CDGIE	DPM synthase complex, catalytic subunit		dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	Glycosyltransferase family 2|Dolichyl-phosphate mannosyltransferase subunits	428|1893	1999-02-23		2016-07-20	2023-01-20	8813	ENSG00000000419	OTTHUMG00000032742	uc002xvw.2	AF007875	NM_003859		O60762	9223280|9535917	True	True
HGNC:3006	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	protein-coding gene	gene with protein product	Approved	9q34.11	09q34.11	MGC21559|MGC111193	DPM synthase complex subunit		dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	Dolichyl-phosphate mannosyltransferase subunits|Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase complex	1893|2223	1999-02-23		2016-07-20	2023-03-15	8818	ENSG00000136908	OTTHUMG00000020725	uc004bsv.3	AB013361	NM_003863	CCDS6886	O94777	9724629	True	True
HGNC:3007	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	protein-coding gene	gene with protein product	Approved	1q22	01q22	MGC34275|MGC125904|MGC125905	DPM synthase complex subunit		dolichyl-phosphate mannosyltransferase polypeptide 3	Dolichyl-phosphate mannosyltransferase subunits	1893	2000-06-29		2019-05-08	2023-01-20	54344	ENSG00000179085	OTTHUMG00000035335	uc057lmb.1	AB028128	NM_153741	CCDS1094|CCDS1095	Q9P2X0	10835346|16280320	True	True
HGNC:3010	DPP6	dipeptidyl peptidase like 6	protein-coding gene	gene with protein product	Approved	7q36.2	07q36.2	DPPX|DPL1			dipeptidylpeptidase VI|dipeptidylpeptidase 6|dipeptidyl-peptidase 6|dipeptidyl peptidase 6	Potassium voltage-gated channel regulatory subunits|DASH family	858|1205	1993-02-11		2016-02-08	2023-01-20	1804	ENSG00000130226	OTTHUMG00000151511	uc003wlk.4	M96859	NM_130797		P42658	1729689|23593319	True	False
HGNC:18648	DPP9	dipeptidyl peptidase 9	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3				dipeptidylpeptidase 9	DASH family	1205	2002-05-21		2016-02-08	2023-01-20	91039	ENSG00000142002	OTTHUMG00000182040	uc002mba.5	AF452102	NM_001365987		Q86TI2		True	False
HGNC:19414	DPY19L2	dpy-19 like 2	protein-coding gene	gene with protein product	Approved	12q14.2	12q14.2	FLJ32949|SPATA34	spermatogenesis associated 34		dpy-19 like 2 (C. elegans)			2005-07-19		2016-04-14	2023-01-20	283417	ENSG00000177990	OTTHUMG00000168712	uc001srp.2		NM_173812	CCDS31851	Q6NUT2	12975309|21397064	True	False
HGNC:3012	DPYD	dihydropyrimidine dehydrogenase	protein-coding gene	gene with protein product	Approved	1p21.3	01p21.3	DPD|DHPDHase	Dihydrothymine dehydrogenase|Dihydrouracil dehydrogenase			Flavoproteins	2258	1994-07-07			2023-01-20	1806	ENSG00000188641	OTTHUMG00000039683	uc001drv.4	U20938	NM_000110	CCDS30777|CCDS53346	Q12882	7713523	True	True
HGNC:3013	DPYS	dihydropyrimidinase	protein-coding gene	gene with protein product	Approved	8q22.3	08q22.3	DHPase				M38 metallopeptidases	1446	1997-02-27			2023-01-20	1807	ENSG00000147647	OTTHUMG00000164891	uc003yly.5	D78011	NM_001385	CCDS6302	Q14117	8973361	True	True
HGNC:20637	DPYSL5	dihydropyrimidinase like 5	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	CRMP5|Ulip6|CRMP-5|CRAM|CV2	collapsin response mediator protein 5		dihydropyrimidinase-like 5	M38 metallopeptidases	1446	2003-03-12		2015-11-25	2023-01-20	56896	ENSG00000157851	OTTHUMG00000097071	uc002rhu.4	AF264015	NM_020134	CCDS1730	Q9BPU6	10851247|11034345	True	True
HGNC:28769	DRAM2	DNA damage regulated autophagy modulator 2	protein-coding gene	gene with protein product	Approved	1p13.3	01p13.3	MGC54289|PRO180|WWFQ154|RP5-1180E21.1		TMEM77	transmembrane protein 77|DNA-damage regulated autophagy modulator 2			2005-09-27	2009-06-12	2015-11-16	2023-01-20	128338	ENSG00000156171	OTTHUMG00000011911	uc001ead.5	AY336747	NM_178454	CCDS30801	Q6UX65	19556885	True	True
HGNC:24245	DRC1	dynein regulatory complex subunit 1	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	MGC16372|FLJ32660|CILD21		C2orf39|CCDC164	chromosome 2 open reading frame 39|coiled-coil domain containing 164|dynein regulatory complex subunit 1 homolog (Chlamydomonas)	Dynein regulatory complex	981	2006-07-03	2013-03-14	2014-07-18	2023-01-20	92749	ENSG00000157856	OTTHUMG00000125531	uc002rhg.2	AL833892	NM_145038	CCDS1723	Q96MC2	23354437	True	True
HGNC:29937	DRC2	dynein regulatory complex subunit 2	protein-coding gene	gene with protein product	Approved	12q13.12	12q13.12	NYD-SP28|FLJ35732|FAP250|CFAP250|CILD27|DRC2		CCDC65		Dynein regulatory complex|Cilia and flagella associated	981|1491	2006-01-26			2025-04-03	85478	ENSG00000139537	OTTHUMG00000170401	uc001rso.4		NM_033124	CCDS8772	Q8IXS2	17089017|21700706	True	True
HGNC:4166	DRC4	dynein regulatory complex subunit 4	protein-coding gene	gene with protein product	Approved	16q24.3	16q24.3			GAS11|GAS8	growth arrest-specific 11|growth arrest-specific 8	Dynein regulatory complex	981	1998-03-23	2003-01-17	2015-11-23	2025-04-03	2622	ENSG00000141013	OTTHUMG00000138988	uc002fqi.1	AF050079	NM_001286205		O95995	9790751	True	True
HGNC:3025	DRD4	dopamine receptor D4	protein-coding gene	gene with protein product	Approved	11p15.5	11p15.5					Dopamine receptors	181	1991-07-16			2023-01-20	1815	ENSG00000069696	OTTHUMG00000133312	uc001lqp.3	L12398	NM_000797	CCDS7710	P21917		True	False
HGNC:3029	DRG1	developmentally regulated GTP binding protein 1	protein-coding gene	gene with protein product	Approved	22q12.2	22q12.2			NEDD3	developmentally regulated GTP-binding protein 1			1994-01-21		2001-11-28	2023-01-20	4733	ENSG00000185721	OTTHUMG00000030792	uc003aku.4	AJ005940	NM_004147	CCDS13897	Q9Y295	7929244|1449490	True	True
HGNC:3032	DRP2	dystrophin related protein 2	protein-coding gene	gene with protein product	Approved	Xq22.1	Xq22.1					Zinc fingers ZZ-type	91	1996-07-17			2023-01-20	1821	ENSG00000102385	OTTHUMG00000022020	uc065agk.1	U43519	NM_001939	CCDS14480|CCDS55465	Q13474	8640231	False	True
HGNC:3036	DSC2	desmocollin 2	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF2		DSC3		Desmosomal cadherins	1188	1997-05-29			2023-01-20	1824	ENSG00000134755	OTTHUMG00000131981	uc002kwl.5	X56807	NM_004949		Q02487	7774948	True	True
HGNC:3037	DSC3	desmocollin 3	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF3|DSC|DSC1|DSC2		DSC4		Desmosomal cadherins	1188	1991-03-04			2023-03-15	1825	ENSG00000134762	OTTHUMG00000179622	uc002kwj.5	X83929	NM_001941|NM_024423	CCDS32810	Q14574	7774948|8486729	True	True
HGNC:3039	DSCAM	DS cell adhesion molecule	protein-coding gene	gene with protein product	Approved	21q22.2	21q22.2	CHD2-42|CHD2-52			Down syndrome cell adhesion molecule	Fibronectin type III domain containing|V-set domain containing|I-set domain containing|Ig-like cell adhesion molecule family|MicroRNA protein coding host genes	555|590|593|1410|1691	1998-06-10		2016-05-13	2023-01-20	1826	ENSG00000171587	OTTHUMG00000086732	uc002yyq.2	AF023449	NM_001389	CCDS42929	O60469	9426258	False	True
HGNC:21144	DSE	dermatan sulfate epimerase	protein-coding gene	gene with protein product	Approved	6q22.1	06q22.1	DSEPI|DS-Epi1		SART2	squamous cell carcinoma antigen recognized by T cells 2			2003-05-20	2007-01-29	2007-01-29	2023-01-20	29940	ENSG00000111817	OTTHUMG00000015434	uc003pws.5	AF098066	NM_013352	CCDS5107|CCDS87432|CCDS87433	Q9UL01	11920522|16505484	True	True
HGNC:3048	DSG1	desmoglein 1	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF4		DSG		Desmosomal cadherins	1188	1991-03-04			2023-01-20	1828	ENSG00000134760	OTTHUMG00000131983	uc002kwp.4	X56654	NM_001942	CCDS11896	Q02413	1889810	True	True
HGNC:3049	DSG2	desmoglein 2	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF5				Desmosomal cadherins	1188	1991-11-15			2023-01-20	1829	ENSG00000046604	OTTHUMG00000179649	uc002kwu.5	Z26317	NM_001943	CCDS42423	Q14126	1612610	True	True
HGNC:3050	DSG3	desmoglein 3	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF6	pemphigus vulgaris antigen		desmoglein 3 (pemphigus vulgaris antigen)	Desmosomal cadherins	1188	1992-08-25		2010-06-24	2023-01-20	1830	ENSG00000134757	OTTHUMG00000131985	uc002kws.4	M76482	NM_001944	CCDS11898	P32926	1601426	True	False
HGNC:21307	DSG4	desmoglein 4	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	CDHF13|LAH				Desmosomal cadherins	1188	2003-06-04			2023-01-20	147409	ENSG00000175065	OTTHUMG00000131979	uc002kwq.3	AY177664|AY168788	NM_177986	CCDS11897|CCDS45845	Q86SJ6	12648213	True	True
HGNC:3052	DSP	desmoplakin	protein-coding gene	gene with protein product	Approved	6p24.3	06p24.3	KPPS2|PPKS2|DPI|DPII			desmoplakin (DPI, DPII)	Plakins	939	1991-03-04		2003-05-20	2023-01-20	1832	ENSG00000096696	OTTHUMG00000014212	uc003mxp.2	J05211	NM_004415		P15924	1889810	True	True
HGNC:3054	DSPP	dentin sialophosphoprotein	protein-coding gene	gene with protein product	Approved	4q22.1	04q22.1	DMP3		DFNA39|DGI1		SIBLING family	1279	1997-01-08			2023-01-20	1834	ENSG00000152591	OTTHUMG00000161061	uc003hqu.3	AF163151	NM_014208	CCDS43248	Q9NZW4	8995371|9533027	True	True
HGNC:1090	DST	dystonin	protein-coding gene	gene with protein product	Approved	6p12.1	06p12.1	BP240|KIAA0728|FLJ21489|FLJ13425|FLJ32235|FLJ30627|CATX-15|BPA|MACF2		BPAG1	bullous pemphigoid antigen 1, 230/240kDa	EF-hand domain containing|Plakins	863|939	1990-05-11	2004-07-01	2004-06-25	2023-03-15	667	ENSG00000151914	OTTHUMG00000014913	uc063peq.1	M22942|M69225	NM_001723		Q03001	2461961|2276744	True	True
HGNC:29043	DSTYK	dual serine/threonine and tyrosine protein kinase	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	KIAA0472|DustyPK|RIP5		RIPK5|SPG23	receptor interacting protein kinase 5|spastic paraplegia 23 (autosomal recessive)			2004-08-02	2008-12-18	2008-12-18	2023-01-20	25778	ENSG00000133059	OTTHUMG00000037102	uc001hbw.4	AF068286	NM_015375	CCDS1451|CCDS1452	Q6XUX3	15178406|28157540	True	True
HGNC:3057	DTNA	dystrobrevin alpha	protein-coding gene	gene with protein product	Approved	18q12.1	18q12.1	D18S892E|DTN|DTN-1|DTN-2|DTN-3|DRP3	dystrophin-related protein 3		dystrobrevin, alpha	Zinc fingers ZZ-type	91	1998-02-11		2015-12-01	2023-03-15	1837	ENSG00000134769	OTTHUMG00000132309	uc002kyb.6	U84540	NM_001390		Q9Y4J8	8081380|15834686	True	True
HGNC:17328	DTNBP1	dystrobrevin binding protein 1	protein-coding gene	gene with protein product	Approved	6p22.3	06p22.3	Dysbindin|My031|HPS7|DBND|BLOC1S8	dysbindin-1|biogenesis of lysosomal organelles complex-1, subunit 8			Biogenesis of lysosomal organelles complex 1 subunits	452	2002-01-15			2023-03-15	84062	ENSG00000047579	OTTHUMG00000014295	uc031smw.2	AF394226	NM_032122		Q96EV8	11316798	True	True
HGNC:3061	DTYMK	deoxythymidylate kinase	protein-coding gene	gene with protein product	Approved	2q37.3	02q37.3	CDC8|TYMK|TMPK	dTMP kinase|thymidylate (dTMP) kinase		deoxythymidylate kinase (thymidylate kinase)			1991-09-12		2015-11-05	2023-01-20	1841	ENSG00000168393	OTTHUMG00000133409	uc002wbz.3	X54729	NM_012145	CCDS2552	P23919	2017365|8024690	True	True
HGNC:13273	DUOX2	dual oxidase 2	protein-coding gene	gene with protein product	Approved	15q21.1	15q21.1	P138-TOX|P138(TOX)|THOX2|LNOX2	dual oxidase-like domains 2|nicotinamide adenine dinucleotide phosphate oxidase|flavoprotein NADPH oxidase|NADPH thyroid oxidase 2|NADH/NADPH thyroid oxidase p138-tox|NADPH oxidase/peroxidase DUOX2			EF-hand domain containing|Flavoproteins	863|2258	2000-11-09			2023-01-20	50506	ENSG00000140279	OTTHUMG00000131355	uc010bea.4	AF181972	NM_014080	CCDS10117|CCDS86454	Q9NRD8	10601291|10806195	True	True
HGNC:32698	DUOXA2	dual oxidase maturation factor 2	protein-coding gene	gene with protein product	Approved	15q21.1	15q21.1							2006-05-16	2006-07-25		2023-01-20	405753	ENSG00000140274	OTTHUMG00000131354	uc001zuo.4	BX537581	NM_207581	CCDS10118	Q1HG44	16651268	True	True
HGNC:3072	DUSP6	dual specificity phosphatase 6	protein-coding gene	gene with protein product	Approved	12q21.33	12q21.33	MKP-3|PYST1				MAP kinase phosphatases	895	1997-03-19			2023-01-20	1848	ENSG00000139318	OTTHUMG00000169912	uc001tay.5	BC037236	NM_001946|NM_022652		Q16828	8626780|9205128	True	False
HGNC:3078	DUT	deoxyuridine triphosphatase	protein-coding gene	gene with protein product	Approved	15q21.1	15q21.1	dUTPase	dUTP diphosphatase		dUTP pyrophosphatase			1995-09-28		2007-12-17	2023-01-20	1854	ENSG00000128951	OTTHUMG00000172155	uc001zww.4	M89913	NM_001025248		P33316	1325640|9070952	True	True
HGNC:3084	DVL1	dishevelled segment polarity protein 1	protein-coding gene	gene with protein product	Approved	1p36.33	01p36.33				dishevelled 1 (homologous to Drosophila dsh)|dishevelled, dsh homolog 1 (Drosophila)	Dishevelled segment polarity proteins|PDZ domain containing|MicroRNA protein coding host genes|DEP domain containing	505|1220|1691|2329	1996-03-12		2013-05-22	2023-03-15	1855	ENSG00000107404	OTTHUMG00000003069	uc002quu.4	AF006011	NM_004421		O14640	8817329	True	True
HGNC:3086	DVL2	dishevelled segment polarity protein 2	protein-coding gene	gene with protein product	Approved	17p13.1	17p13.1				dishevelled 2 (homologous to Drosophila dsh)|dishevelled, dsh homolog 2 (Drosophila)	Dishevelled segment polarity proteins|PDZ domain containing|DEP domain containing	505|1220|2329	1996-03-12		2013-05-22	2023-01-20	1856	ENSG00000004975	OTTHUMG00000102155	uc002gez.2	BC014844	NM_004422	CCDS11091	O14641	8662242	False	True
HGNC:3087	DVL3	dishevelled segment polarity protein 3	protein-coding gene	gene with protein product	Approved	3q27.1	03q27.1	KIAA0208			dishevelled 3 (homologous to Drosophila dsh)|dishevelled, dsh homolog 3 (Drosophila)	Dishevelled segment polarity proteins|PDZ domain containing|DEP domain containing	505|1220|2329	1997-04-21		2013-05-22	2023-01-20	1857	ENSG00000161202	OTTHUMG00000156841	uc003fms.4	D86963	NM_004423	CCDS3253	Q92997	8817329	True	True
HGNC:21317	DYM	dymeclin	protein-coding gene	gene with protein product	Approved	18q21.1	18q21.1	FLJ20071|DMC|SMC				Armadillo like helical domain containing|MicroRNA protein coding host genes	1492|1691	2005-01-05			2023-01-20	54808	ENSG00000141627	OTTHUMG00000132659	uc002ldi.2	AK000078	NM_017653		Q7RTS9		True	True
HGNC:2961	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	protein-coding gene	gene with protein product	Approved	14q32.31	14q32.31	Dnchc1|HL-3|p22|DHC1|CMT2O		DNECL|DNCL|DNCH1	dynein, cytoplasmic, heavy polypeptide 1	Dynein 1 complex subunits	2028	1995-11-15	2005-11-24	2016-03-02	2023-01-20	1778	ENSG00000197102	OTTHUMG00000171644	uc001yks.3	AB002323	NM_001376	CCDS9966	Q14204	16260502|8666668	True	True
HGNC:2963	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1	protein-coding gene	gene with protein product	Approved	7q21.3	07q21.3	DNCIC1		DNCI1	dynein, cytoplasmic, intermediate polypeptide 1	WD repeat domain containing|Dynein 1 complex subunits	362|2028	1995-11-15	2005-11-24	2016-03-02	2023-01-20	1780	ENSG00000158560	OTTHUMG00000153983	uc003uob.4	AF063228	NM_004411		O14576	10049579|16260502	False	True
HGNC:2964	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1	DIC74		DNCI2	dynein, cytoplasmic, intermediate polypeptide 2	WD repeat domain containing|Dynein 1 complex subunits	362|2028	1995-11-15	2005-11-24	2016-03-02	2023-01-20	1781	ENSG00000077380	OTTHUMG00000154061	uc002uhb.3	AK055491	NM_001378		Q13409	10049579|16260502	True	True
HGNC:2962	DYNC2H1	dynein cytoplasmic 2 heavy chain 1	protein-coding gene	gene with protein product	Approved	11q22.3	11q22.3	hdhc11|DHC2|DHC1b|DYH1B		DNCH2	dynein, cytoplasmic, heavy polypeptide 2	Dynein 2 complex subunits	2029	1995-11-15	2005-11-24	2016-03-02	2023-01-20	79659	ENSG00000187240	OTTHUMG00000165941	uc001phn.2	AB082528	NM_001080463	CCDS44717|CCDS53701	Q8NCM8	9763680|9373155	True	True
HGNC:21862	DYNC2I1	dynein 2 intermediate chain 1	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	FLJ10300|FAP163|CFAP163|DIC6		WDR60	WD repeat domain 60	WD repeat domain containing|Cilia and flagella associated|Dynein 2 complex subunits	362|1491|2029	2005-04-19	2020-05-04	2020-05-04	2023-01-20	55112	ENSG00000126870	OTTHUMG00000151443	uc003woe.5		NM_018051	CCDS47757	Q8WVS4	23910462	True	True
HGNC:28296	DYNC2I2	dynein 2 intermediate chain 2	protein-coding gene	gene with protein product	Approved	9q34.11	09q34.11	DIC5|MGC20486|bA216B9.3|FAP133|CFAP133		WDR34	WD repeat domain 34	WD repeat domain containing|Cilia and flagella associated|Dynein 2 complex subunits	362|1491|2029	2004-02-17	2020-05-04	2020-05-04	2023-01-20	89891	ENSG00000119333	OTTHUMG00000020750	uc004bvq.2	BC011874	NM_052844	CCDS6906	Q96EX3	19521662|21953912|24183451	True	True
HGNC:24595	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	protein-coding gene	gene with protein product	Approved	2p21	02p21	D2LIC|LIC3|CGI-60|DKFZP564A033				Dynein 2 complex subunits	2029	2005-11-29		2016-03-02	2023-03-15	51626	ENSG00000138036	OTTHUMG00000128656	uc002rtk.3		NM_016008	CCDS1813|CCDS46270|CCDS62903	Q8TCX1	10810093|11907264	True	True
HGNC:28482	DYNLT2B	dynein light chain Tctex-type 2B	protein-coding gene	gene with protein product	Approved	3q29	03q29	MGC33212		TCTEX1D2	Tctex1 domain containing 2	Dynein 2 complex subunits|Dyneins, axonemal inner arm I1/f complex subunits	2029|2032	2007-12-17	2020-08-27	2020-08-27	2023-01-20	255758	ENSG00000213123	OTTHUMG00000186382	uc003fwi.4	BC021177	NM_152773	CCDS33929	Q8WW35	25205765	True	True
HGNC:3091	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	protein-coding gene	gene with protein product	Approved	21q22.13	21q22.13			DYRK1|DYRK|MNBH	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1A			1999-01-29		2016-02-12	2025-04-24	1859	ENSG00000157540	OTTHUMG00000086657	uc002ywk.4	U52373	NM_001396		Q13627	9284911|8769099|21156027|34345024	True	True
HGNC:3092	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	protein-coding gene	gene with protein product	Approved	19q13.2	19q13.2	MIRK	minibrain-related kinase		dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B|dual specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	MicroRNA protein coding host genes	1691	1999-01-29		2016-02-12	2023-01-20	9149	ENSG00000105204	OTTHUMG00000182584	uc002omj.3	Y17999	NM_004714		Q9Y463	9918863	True	True
HGNC:3097	DYSF	dysferlin	protein-coding gene	gene with protein product	Approved	2p13.2	02p13.2	FER1L1	fer-1-like family member 1	LGMD2B	limb girdle muscular dystrophy 2B (autosomal recessive)	Ferlin family	828	1994-03-24		2013-09-12	2023-01-20	8291	ENSG00000135636	OTTHUMG00000129757	uc002sie.4	AF075575	NM_003494		O75923	8320700	True	True
HGNC:20908	DZIP1	DAZ interacting zinc finger protein 1	protein-coding gene	gene with protein product	Approved	13q32.1	13q32.1	KIAA0996|DZIP			DAZ interacting protein 1	Zinc fingers C2H2-type	28	2003-12-09		2013-05-22	2023-01-20	22873	ENSG00000134874	OTTHUMG00000017224	uc058xua.1	AB023213	NM_014934	CCDS9477|CCDS9478	Q86YF9		True	False
HGNC:26551	DZIP1L	DAZ interacting zinc finger protein 1 like	protein-coding gene	gene with protein product	Approved	3q22.3	03q22.3	FLJ32844|DZIP2			DAZ interacting protein 1-like|DAZ interacting zinc finger protein 1-like	Zinc fingers C2H2-type	28	2005-02-04		2016-01-26	2023-01-20	199221	ENSG00000158163	OTTHUMG00000159819	uc003erq.4	AK057406	NM_173543	CCDS3096|CCDS54645	Q8IYY4	28530676|29487109	True	True
HGNC:29419	EARS2	glutamyl-tRNA synthetase 2, mitochondrial	protein-coding gene	gene with protein product	Approved	16p12.2	16p12.2	KIAA1970|MSE1|mtGlnRS	glutamate tRNA ligase 2, mitochondrial		glutamyl-tRNA synthetase 2, mitochondrial (putative)	Aminoacyl tRNA synthetases, Class I	131	2006-04-04		2012-10-26	2023-01-20	124454	ENSG00000103356	OTTHUMG00000177018	uc002dlt.5	AB075850	NM_133451	CCDS42132|CCDS76844	Q5JPH6	15779907|19805282|22492562	True	True
HGNC:19087	EBF3	EBF transcription factor 3	protein-coding gene	gene with protein product	Approved	10q26.3	10q26.3	COE3|DKFZp667B0210	Transcription factor COE3		early B cell factor 3	Early B-cell factors|MicroRNA protein coding host genes|IPT domain containing	1646|1691|1752	2002-11-11		2018-09-21	2023-01-20	253738	ENSG00000108001	OTTHUMG00000019265	uc001lki.3		NM_001005463		Q9H4W6	12355068|28017370|28017372|28017373	True	True
HGNC:3133	EBP	EBP cholestenol delta-isomerase	protein-coding gene	gene with protein product	Approved	Xp11.23	Xp11.23	CPX|CPXD|CHO2	3-beta-hydroxysteroid-delta-8,delta-7-isomerase|Chondrodysplasia punctata-2, X-linked dominant (Happle syndrome)|sterol 8-isomerase	CDPX2	emopamil-binding protein (sterol isomerase)|emopamil binding protein (sterol isomerase)			2000-02-21		2019-01-21	2023-01-20	10682	ENSG00000147155	OTTHUMG00000034482	uc004djx.5	Z37986	NM_006579	CCDS14300	Q15125	7706302|8938429	True	True
HGNC:3147	ECEL1	endothelin converting enzyme like 1	protein-coding gene	gene with protein product	Approved	2q37.1	02q37.1	XCE|DINE	damage induced neuronal endopeptidase			M13 metallopeptidases	1439	1999-04-22		2016-05-27	2023-01-20	9427	ENSG00000171551	OTTHUMG00000133262	uc002vsv.3	Y16187	NM_004826	CCDS2493|CCDS77540	O95672	9931490|11352565	True	True
HGNC:3151	ECHS1	enoyl-CoA hydratase, short chain 1	protein-coding gene	gene with protein product	Approved	10q26.3	10q26.3	SCEH	short chain enoyl-CoA hydratase		enoyl Coenzyme A hydratase, short chain, 1, mitochondrial|enoyl-CoA hydratase, short chain, 1, mitochondrial	MicroRNA protein coding host genes	1691	1996-12-17		2016-06-30	2023-01-20	1892	ENSG00000127884	OTTHUMG00000019320	uc001lmu.4		NM_004092	CCDS7681	P30084	8012501|25393721	True	True
HGNC:3153	ECM1	extracellular matrix protein 1	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2							1996-09-19			2023-01-20	1893	ENSG00000143369	OTTHUMG00000012806	uc001eus.4	U68186	NM_004425		Q16610	9367673|9501329	True	True
